,bonusPointsEarned,bonusPointsEarnedReason,pointsEarned,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId,uuid,created_date,scanned_date,finish_date,modify_date,pointsawarded_date,purchased_date,barcode,description,finalPrice,itemPrice,needsFetchReview,partnerItemId,preventTargetGapPoints,quantityPurchased,userFlaggedBarcode,userFlaggedNewItem,userFlaggedPrice,userFlaggedQuantity,needsFetchReviewReason,pointsNotAwardedReason,pointsPayerId,rewardsGroup,rewardsProductPartnerId,userFlaggedDescription,originalMetaBriteBarcode,originalMetaBriteDescription,brandCode,competitorRewardsGroup,discountedItemPrice,originalReceiptItemText,itemNumber,originalMetaBriteQuantityPurchased,pointsEarned_y,targetPrice,competitiveProduct,originalFinalPrice,originalMetaBriteItemPrice,deleted,priceAfterCoupon,metabriteCampaignId
457,NULL,NULL,250.0,5.0,FINISHED,49.95,600f008f4329897eac237bd8,600f01310a7214ada2000027,2021-01-25 17:34:41.000000000,2021-01-25 17:34:41.000000000,2021-01-25 17:34:41.000000000,2021-01-25 17:34:41.000000000,2021-01-25 17:34:41.000000000,2021-01-22 06:00:00.000000000,079400245328,DOVE MEN PLUS CARE DEODORANT AQUA IMPACT 48 HOUR PROTECTION PLASTIC WRAPPED PLASTIC CONTAINER SP 3 OZ,10.00,10.00,NULL,0,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,5332f5f6e4b03c9a25efd0b4,DOVE MEN+CARE DEODORANT,5332f5f6e4b03c9a25efd0b4,NULL,NULL,NULL,BRAND,NULL,NULL,NULL,NULL,NULL,100.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
458,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,10.00,600f008f4329897eac237bd8,600f012a0a7214ada2000024,2021-01-25 17:34:34.000000000,2021-01-25 17:34:34.000000000,2021-01-25 17:34:34.000000000,2021-01-25 17:34:34.000000000,2021-01-25 17:34:34.000000000,2021-01-24 17:34:34.000000000,4011,ITEM NOT FOUND,20.00,20.00,False,1,True,1.0,4011,True,20.00,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
459,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,5.0,FINISHED,49.95,600f47f06fd0dc1768a34a12,600f485e0a720f053500003b,2021-01-25 22:38:22.000000000,2021-01-25 22:38:22.000000000,2021-01-25 22:38:22.000000000,2021-01-25 22:38:22.000000000,2021-01-25 22:38:22.000000000,2021-01-11 00:00:00.000000000,075925306254,NULL,1,1,NULL,1,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,5e7cf838f221c312e698a628,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL
460,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",305.0,1.0,FINISHED,1.00,600f41b2bd196811e68ea219,600f41e40a7214ada2000033,2021-01-25 22:10:44.000000000,2021-01-25 22:10:44.000000000,2021-01-25 22:10:45.000000000,2021-01-25 22:10:45.000000000,2021-01-25 22:10:45.000000000,2021-01-09 22:10:44.000000000,NULL,NULL,NULL,NULL,True,2,True,NULL,034100573065,True,29.00,1.0,USER_FLAGGED,NULL,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
461,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,1.00,54943462e4b07e684157a532,600f41fb0a720f0535000036,2021-01-25 22:11:07.000000000,2021-01-25 22:11:07.000000000,2021-01-25 22:11:08.000000000,2021-01-25 22:11:08.000000000,2021-01-25 22:11:08.000000000,2021-01-24 22:11:07.000000000,NULL,NULL,NULL,NULL,True,3,True,NULL,034100573065,True,29.00,1.0,USER_FLAGGED,NULL,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
462,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",487.7,161.0,FINISHED,715.23,600ed95043298911ce45e82c,600edb570a720f053500001d,2021-01-25 14:53:11.000000000,2021-01-25 14:53:11.000000000,2021-01-25 15:00:21.000000000,2021-01-25 15:01:49.000000000,2021-01-25 15:00:21.000000000,2021-01-25 00:00:00.000000000,NULL,NULL,NULL,NULL,True,4,True,NULL,034100573065,True,29.00,1.0,USER_FLAGGED,NULL,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
463,NULL,NULL,125.0,5.0,FINISHED,25.00,600fb1ac73c60b12049027bb,600fb2160a7214ada2000053,2021-01-26 06:09:26.000000000,2021-01-26 06:09:26.000000000,2021-01-26 06:09:26.000000000,2021-01-26 06:09:26.000000000,2021-01-26 06:09:26.000000000,2021-01-21 06:00:00.000000000,NULL,NULL,NULL,NULL,True,5,True,NULL,034100573065,True,29.00,1.0,USER_FLAGGED,NULL,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
464,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",323.6,4.0,FINISHED,4.66,600fb1ac73c60b12049027bb,600fb2030a7214ada2000050,2021-01-26 06:09:07.000000000,2021-01-26 06:09:07.000000000,2021-01-26 06:09:07.000000000,2021-01-26 06:09:07.000000000,2021-01-26 06:09:07.000000000,2021-01-25 06:09:07.000000000,NULL,NULL,NULL,NULL,True,6,True,NULL,034100573065,True,29.00,1.0,USER_FLAGGED,NULL,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
465,45.0,COMPLETE_PARTNER_RECEIPT,50.0,1.0,FINISHED,1.00,54943462e4b07e684157a532,600fb1e90a720f0535000049,2021-01-26 06:08:41.000000000,2021-01-26 06:08:41.000000000,2021-01-26 06:08:42.000000000,2021-01-26 06:08:42.000000000,2021-01-26 06:08:42.000000000,2021-01-25 06:08:41.000000000,NULL,NULL,NULL,NULL,True,7,True,NULL,034100573065,True,29.00,1.0,USER_FLAGGED,NULL,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
466,45.0,COMPLETE_PARTNER_RECEIPT,50.0,1.0,FINISHED,1.00,600fb1ac73c60b12049027bb,600fb2170a720f053500004e,2021-01-26 06:09:27.000000000,2021-01-26 06:09:27.000000000,2021-01-26 06:09:28.000000000,2021-01-26 06:09:28.000000000,2021-01-26 06:09:28.000000000,2021-01-10 06:09:27.000000000,NULL,NULL,NULL,NULL,True,8,True,NULL,034100573065,True,29.00,1.0,USER_FLAGGED,NULL,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
467,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,1.00,600fb1ac73c60b12049027bb,600fb21f0a7214ada2000056,2021-01-26 06:09:35.000000000,2021-01-26 06:09:35.000000000,2021-01-26 06:09:35.000000000,2021-01-26 06:09:35.000000000,2021-01-26 06:09:35.000000000,2021-01-25 06:09:35.000000000,NULL,NULL,NULL,NULL,True,9,True,NULL,034100573065,True,29.00,1.0,USER_FLAGGED,NULL,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
468,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",500.0,2.0,REJECTED,34.96,5fbc35711d967d1222cbfefc,60107e3b0a720f0535000051,2021-01-26 20:40:27.000000000,2021-01-26 20:40:27.000000000,NULL,2021-01-26 20:40:29.000000000,NULL,2020-12-30 00:00:00.000000000,NULL,NULL,NULL,NULL,True,10,True,NULL,034100573065,True,29.00,1.0,USER_FLAGGED,NULL,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
469,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",7137.2,670.0,FINISHED,4721.95,600f35015edb782098e2ac1b,600f39c30a7214ada2000030,2021-01-25 21:36:03.000000000,2021-01-25 21:36:03.000000000,2021-01-26 03:06:03.000000000,2021-01-26 03:07:40.000000000,2021-01-26 03:06:03.000000000,2021-01-24 00:00:00.000000000,NULL,NULL,NULL,NULL,True,11,True,NULL,034100573065,True,29.00,1.0,USER_FLAGGED,NULL,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
470,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,10.00,600fb1ac73c60b12049027bb,600fb2130a7214ada2000052,2021-01-26 06:09:23.000000000,2021-01-26 06:09:23.000000000,2021-01-26 06:09:24.000000000,2021-01-26 06:09:24.000000000,2021-01-26 06:09:24.000000000,2021-01-25 06:09:23.000000000,4011,ITEM NOT FOUND,21.00,21.00,False,1,True,5.0,4011,True,21.00,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
471,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,1.00,54943462e4b07e684157a532,600fb1e80a7214ada200004e,2021-01-26 06:08:40.000000000,2021-01-26 06:08:40.000000000,2021-01-26 06:08:41.000000000,2021-01-26 06:08:41.000000000,2021-01-26 06:08:41.000000000,2021-01-25 06:08:40.000000000,001111147332,CARESS FINE FRAGRANCE LOVE FOREVER WASH SOAP PLASTIC BOTTLE RP 3 OZ,10.00,10.00,NULL,0,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,5332f5f6e4b03c9a25efd0b4,CARESS BODY WASH AND SOAP,5332f5f6e4b03c9a25efd0b4,NULL,NULL,NULL,BRAND,NULL,NULL,NULL,NULL,NULL,100.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
472,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,1.00,600fb1ac73c60b12049027bb,600fb2190a7214ada2000054,2021-01-26 06:09:29.000000000,2021-01-26 06:09:29.000000000,2021-01-26 06:09:29.000000000,2021-01-26 06:09:29.000000000,2021-01-26 06:09:29.000000000,2021-01-25 06:09:29.000000000,NULL,12 CLASSIC COMBO J,3.09,3.09,NULL,1009,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,WINGSTOP,NULL,3.09,12 CLASSIC COMBO J,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
473,5.0,All-receipts receipt bonus,1205.0,1.0,FINISHED,1.00,54943462e4b07e684157a532,600fb1e60a720f0535000048,2021-01-26 06:08:38.000000000,2021-01-26 06:08:38.000000000,2021-01-26 06:08:38.000000000,2021-01-26 06:08:38.000000000,2021-01-26 06:08:38.000000000,2021-01-25 06:08:38.000000000,4011,ITEM NOT FOUND,21.00,21.00,False,1,True,4.0,4011,True,21.00,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
474,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",500.0,2.0,REJECTED,34.96,5fbc35711d967d1222cbfefc,60108a5b0a7214ada2000057,2021-01-26 21:32:11.000000000,2021-01-26 21:32:11.000000000,NULL,2021-01-26 21:32:12.000000000,NULL,2020-12-30 00:00:00.000000000,4011,ITEM NOT FOUND,22.00,22.00,False,1,True,5.0,4011,True,22.00,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
475,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",755.0,1.0,FINISHED,1.00,600fb1e4a4b74c120bd18777,600fb1e50a7214ada200004d,2021-01-26 06:08:37.000000000,2021-01-26 06:08:37.000000000,2021-01-26 06:08:37.000000000,2021-01-26 06:08:37.000000000,2021-01-26 06:08:37.000000000,2021-01-25 06:08:37.000000000,NULL,FILL UP MEAL,3.09,3.09,NULL,1009,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,WINGSTOP,NULL,3.09,FILL UP MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
476,5.0,All-receipts receipt bonus,5.0,5.0,FINISHED,49.95,600fb1ac73c60b12049027bb,600fb21a0a720f053500004f,2021-01-26 06:09:30.000000000,2021-01-26 06:09:30.000000000,2021-01-26 06:09:30.000000000,2021-01-26 06:09:30.000000000,2021-01-26 06:09:30.000000000,2021-01-23 06:00:00.000000000,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,NULL,1,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,870.0,77,NULL,NULL,NULL,NULL,NULL,NULL
477,NULL,NULL,125.0,5.0,FINISHED,25.00,600fb1ac73c60b12049027bb,600fb2150a720f053500004d,2021-01-26 06:09:25.000000000,2021-01-26 06:09:25.000000000,2021-01-26 06:09:26.000000000,2021-01-26 06:09:26.000000000,2021-01-26 06:09:26.000000000,2021-01-23 06:00:00.000000000,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,NULL,2,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,870.0,77,NULL,NULL,NULL,NULL,NULL,NULL
478,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,5.0,FINISHED,49.95,600fb1ac73c60b12049027bb,600fb1d80a7214ada200004b,2021-01-26 06:08:24.000000000,2021-01-26 06:08:24.000000000,2021-01-26 06:08:27.000000000,2021-01-26 06:08:27.000000000,2021-01-26 06:08:27.000000000,2021-01-21 06:00:00.000000000,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,NULL,3,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,870.0,77,NULL,NULL,NULL,NULL,NULL,NULL
479,27.0,COMPLETE_PARTNER_RECEIPT,50.6,4.0,FINISHED,4.66,600fb1ac73c60b12049027bb,600fb2110a720f053500004c,2021-01-26 06:09:21.000000000,2021-01-26 06:09:21.000000000,2021-01-26 06:09:21.000000000,2021-01-26 06:09:21.000000000,2021-01-26 06:09:21.000000000,2021-01-25 06:09:21.000000000,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,NULL,4,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,870.0,77,NULL,NULL,NULL,NULL,NULL,NULL
480,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,5.0,FINISHED,49.95,600fb1ac73c60b12049027bb,600fb1dc0a720f0535000046,2021-01-26 06:08:28.000000000,2021-01-26 06:08:28.000000000,2021-01-26 06:08:29.000000000,2021-01-26 06:08:29.000000000,2021-01-26 06:08:29.000000000,2021-01-12 00:00:00.000000000,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,NULL,5,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,870.0,77,NULL,NULL,NULL,NULL,NULL,NULL
481,5.0,All-receipts receipt bonus,5.0,5.0,FINISHED,49.95,600fb1ac73c60b12049027bb,600fb21d0a720f0535000050,2021-01-26 06:09:33.000000000,2021-01-26 06:09:33.000000000,2021-01-26 06:09:34.000000000,2021-01-26 06:09:34.000000000,2021-01-26 06:09:34.000000000,2021-01-15 06:00:00.000000000,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,NULL,6,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,870.0,77,NULL,NULL,NULL,NULL,NULL,NULL
482,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",755.0,1.0,FINISHED,1.00,600fb1ec73c60b1204902af4,600fb1ec0a7214ada200004f,2021-01-26 06:08:44.000000000,2021-01-26 06:08:44.000000000,2021-01-26 06:08:44.000000000,2021-01-26 06:08:44.000000000,2021-01-26 06:08:44.000000000,2021-01-25 06:08:44.000000000,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,NULL,7,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,870.0,77,NULL,NULL,NULL,NULL,NULL,NULL
483,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,1.00,54943462e4b07e684157a532,600fb1e00a7214ada200004c,2021-01-26 06:08:32.000000000,2021-01-26 06:08:32.000000000,2021-01-26 06:08:33.000000000,2021-01-26 06:08:33.000000000,2021-01-26 06:08:33.000000000,2021-01-13 06:08:32.000000000,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,NULL,8,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,870.0,77,NULL,NULL,NULL,NULL,NULL,NULL
484,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",200.0,9.0,FINISHED,89.91,600fb1ac73c60b12049027bb,600fb2060a720f053500004b,2021-01-26 06:09:10.000000000,2021-01-26 06:09:10.000000000,2021-01-26 06:09:10.000000000,2021-01-26 06:09:10.000000000,2021-01-26 06:09:10.000000000,2021-01-25 06:09:10.000000000,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,NULL,9,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,870.0,77,NULL,NULL,NULL,NULL,NULL,NULL
485,NULL,NULL,250.0,5.0,FINISHED,49.95,600fb1ac73c60b12049027bb,600fb21c0a7214ada2000055,2021-01-26 06:09:32.000000000,2021-01-26 06:09:32.000000000,2021-01-26 06:09:32.000000000,2021-01-26 06:09:32.000000000,2021-01-26 06:09:32.000000000,2021-01-23 06:00:00.000000000,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,NULL,10,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,870.0,77,NULL,NULL,NULL,NULL,NULL,NULL
486,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,1.00,54943462e4b07e684157a532,600fb1e20a720f0535000047,2021-01-26 06:08:34.000000000,2021-01-26 06:08:34.000000000,2021-01-26 06:08:35.000000000,2021-01-26 06:08:35.000000000,2021-01-26 06:08:35.000000000,2021-01-13 06:08:34.000000000,4011,ITEM NOT FOUND,1,1,NULL,1,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
487,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250.0,10.0,FINISHED,10.00,600fb1ac73c60b12049027bb,600fb1fd0a720f053500004a,2021-01-26 06:09:01.000000000,2021-01-26 06:09:01.000000000,2021-01-26 06:09:02.000000000,2021-01-26 06:09:02.000000000,2021-01-26 06:09:02.000000000,2021-01-11 00:00:00.000000000,1234,NULL,NULL,NULL,True,2,True,NULL,1234,True,NULL,NULL,USER_FLAGGED,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
488,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",400.0,1.0,FINISHED,9.99,600fb1ac73c60b12049027bb,600fb20b0a7214ada2000051,2021-01-26 06:09:15.000000000,2021-01-26 06:09:15.000000000,2021-01-26 06:09:16.000000000,2021-01-26 06:09:16.000000000,2021-01-26 06:09:16.000000000,2021-01-26 06:09:15.000000000,NULL,FILL UP MEAL,3.09,3.09,NULL,1009,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,WINGSTOP,NULL,3.09,FILL UP MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489,5.0,All-receipts receipt bonus,5.0,2.0,FINISHED,1.00,6011f31ea4b74c18d3a8c476,6011f39c0a720f05350000b4,2021-01-27 23:13:32.000000000,2021-01-27 23:13:32.000000000,2021-01-27 23:13:38.000000000,2021-01-27 23:13:38.000000000,2021-01-27 23:13:32.000000000,2021-01-26 23:13:31.000000000,4011,ITEM NOT FOUND,1,1,NULL,1,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250.0,5.0,FINISHED,50.00,6010bddaa4b74c120bd19dfb,6010bdfa0a7214ada200005a,2021-01-27 01:12:26.000000000,2021-01-27 01:12:26.000000000,2021-01-27 01:27:29.000000000,2021-01-27 01:27:29.000000000,2021-01-27 01:12:28.000000000,2021-01-26 00:00:00.000000000,4011,ITEM NOT FOUND,27.00,27.00,False,1,True,4.0,4011,True,27.00,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,1.00,54943462e4b07e684157a532,6010be200a7214ada200005e,2021-01-27 01:13:04.000000000,2021-01-27 01:13:04.000000000,2021-01-27 01:13:05.000000000,2021-01-27 01:13:05.000000000,2021-01-27 01:13:05.000000000,2021-01-26 01:13:04.000000000,NULL,DELETED ITEM,1,1,NULL,1,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL
492,5.0,All-receipts receipt bonus,10199.8,2.0,FINISHED,11.00,6011f31ea4b74c18d3a8c476,6011f3490a7214ada200010e,2021-01-27 23:12:09.000000000,2021-01-27 23:12:09.000000000,2021-01-27 23:12:11.000000000,2021-01-27 23:12:15.000000000,2021-01-27 23:12:11.000000000,2021-01-26 23:12:09.000000000,051500720011,JIF CRMY PNT BTR JAR 40 OZ,2,2,NULL,2,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
493,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",850.0,4.0,FINISHED,21.00,60118c0fa4b74c18d3a8c151,60118c0f0a7214ada200007e,2021-01-27 15:51:43.000000000,2021-01-27 15:51:43.000000000,2021-01-27 15:51:44.000000000,2021-01-27 15:51:48.000000000,2021-01-27 15:51:44.000000000,2021-01-27 00:00:00.000000000,075925306254,NULL,1,1,NULL,1,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,5e7cf838f221c312e698a628,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL
494,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",4850.0,1.0,FINISHED,3.25,60118beaa4b74c18d3a8c0f8,60118bea0a720f0535000064,2021-01-27 15:51:06.000000000,2021-01-27 15:51:06.000000000,2021-01-27 15:51:07.000000000,2021-01-27 15:51:12.000000000,2021-01-27 15:51:07.000000000,2021-01-26 15:51:06.000000000,NULL,NULL,NULL,NULL,True,2,True,NULL,034100573065,True,29.00,1.0,USER_FLAGGED,NULL,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
495,5.0,All-receipts receipt bonus,5.0,4.0,FINISHED,25.00,60118c0fa4b74c18d3a8c151,60118c150a720f053500006d,2021-01-27 15:51:49.000000000,2021-01-27 15:51:49.000000000,2021-01-27 15:51:50.000000000,2021-01-27 15:51:54.000000000,2021-01-27 15:51:50.000000000,2021-01-27 00:00:00.000000000,NULL,NULL,NULL,NULL,True,3,True,NULL,034100573065,True,29.00,1.0,USER_FLAGGED,NULL,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
